"CensusID","Date","Counter","Site","Area","Type","Height_rel_MLLW_cm","ObservationType","TimeStart","TimeEnd","AreaCovered","CensusComments"
-1619209324,2013-10-07,"Mark_Novak","Yachats_Natural_Bridge","F","Experimental",603,"Systematic Census","1899-12-30 20:18:00","1899-12-30 20:23:00",100,"low mussel set; patches of Ulva and Porphyra"
427754720,2013-10-07,"Mark_Novak","Yachats_Natural_Bridge","G","Experimental",492,"Systematic Census","1899-12-30 21:01:00","1899-12-30 21:16:00",100,"good mussel set; lots of sand.  Shells eaten by oystercatchers:  Nc: 12,11,12,12. No: 11"
-815584112,2013-10-08,"Mark_Novak","Yachats_Natural_Bridge","AD","Experimental",562,"Systematic Census","1899-12-30 21:05:00","1899-12-30 21:33:00",100,"good mussel set"
-517065848,2013-10-08,"Mark_Novak","Yachats_Natural_Bridge","AE","Experimental",512,"Systematic Census","1899-12-30 21:34:00","1899-12-30 21:41:00",100,"low mussel set; Pollicipes set"
1515330521,2013-10-08,"Mark_Novak","Yachats_Natural_Bridge","BC","Experimental",574,"Systematic Census","1899-12-30 21:45:00","1899-12-30 21:49:00",100,"very low mussel set"
-1871203213,2013-10-08,"Mark_Novak","Yachats_Natural_Bridge","BD","Experimental",491,"Systematic Census","1899-12-30 21:41:00","1899-12-30 21:45:00",100,"low mussel set; Porphyra abundant"
1121641862,2013-11-04,"Mark_Novak","Yachats_Natural_Bridge","A","Experimental",523,"Systematic Census","1899-12-30 16:36:00","1899-12-30 16:42:00",100,""
861403241,2013-11-04,"Mark_Novak","Yachats_Natural_Bridge","AB","Experimental",481,"Systematic Census","1899-12-30 17:30:00","1899-12-30 17:42:00",100,""
-371051175,2013-11-04,"Mark_Novak","Yachats_Natural_Bridge","AC","Experimental",550,"Systematic Census","1899-12-30 17:43:00","1899-12-30 17:58:00",100,""
1020876843,2013-11-04,"Mark_Novak","Yachats_Natural_Bridge","AD","Experimental",562,"Systematic Census","1899-12-30 18:02:00","1899-12-30 18:20:00",100,""
706265250,2013-11-04,"Mark_Novak","Yachats_Natural_Bridge","AE","Experimental",512,"Systematic Census","1899-12-30 18:20:00","1899-12-30 18:26:00",100,""
14946081,2013-11-04,"Mark_Novak","Yachats_Natural_Bridge","AF","Experimental",529,"Systematic Census","1899-12-30 18:26:00","1899-12-30 18:38:00",100,""
-891223261,2013-11-04,"Mark_Novak","Yachats_Natural_Bridge","AG","Experimental",204,"Systematic Census","1899-12-30 18:38:00","1899-12-30 19:03:00",100,""
615574814,2013-11-04,"Mark_Novak","Yachats_Natural_Bridge","B","Experimental",496,"Systematic Census","1899-12-30 16:50:00","1899-12-30 17:09:00",80,"All but top-left \"pool\" area surveyed.  Major disturbance happened.  Most barnacles (and mussels) have sloughed off.  One Pisaster (120 arm length; center to tip)."
886189817,2013-11-04,"Mark_Novak","Yachats_Natural_Bridge","BB","Experimental",587,"Systematic Census","1899-12-30 19:04:00","1899-12-30 19:08:00",100,""
-785462864,2013-11-04,"Mark_Novak","Yachats_Natural_Bridge","BC","Experimental",574,"Systematic Census","1899-12-30 19:08:00","1899-12-30 19:15:00",100,""
-59609843,2013-11-04,"Mark_Novak","Yachats_Natural_Bridge","BD","Experimental",491,"Systematic Census","1899-12-30 19:15:00","1899-12-30 19:20:00",100,""
-1493389821,2013-11-04,"Mark_Novak","Yachats_Natural_Bridge","BE","Experimental",561,"Systematic Census","1899-12-30 19:20:00","1899-12-30 19:30:00",100,""
-1266131144,2013-11-04,"Mark_Novak","Yachats_Natural_Bridge","BF","Experimental",577,"Systematic Census","1899-12-30 19:30:00","1899-12-30 19:41:00",100,""
1420486894,2013-11-04,"Mark_Novak","Yachats_Natural_Bridge","C","Experimental",523,"Systematic Census","1899-12-30 16:30:00","1899-12-30 16:35:00",100,""
77572594,2013-11-04,"Mark_Novak","Yachats_Natural_Bridge","D","Experimental",569,"Systematic Census","1899-12-30 16:44:00","1899-12-30 16:49:00",100,""
-546066669,2013-11-04,"Mark_Novak","Yachats_Natural_Bridge","E","Experimental",553,"Systematic Census","1899-12-30 17:15:00","1899-12-30 17:24:00",100,""
-1493693539,2013-11-04,"Mark_Novak","Yachats_Natural_Bridge","F","Experimental",603,"Systematic Census","1899-12-30 17:10:00","1899-12-30 17:15:00",100,""
-75128189,2013-11-04,"Mark_Novak","Yachats_Natural_Bridge","G","Experimental",492,"Systematic Census","1899-12-30 17:25:00","1899-12-30 17:30:00",100,""
-2076978064,2013-12-03,"Mark_Novak","Yachats_Natural_Bridge","A","Experimental",523,"Systematic Census","1899-12-30 16:30:00","1899-12-30 16:35:00",100,""
-867768471,2013-12-03,"Mark_Novak","Yachats_Natural_Bridge","AB","Experimental",481,"Systematic Census","1899-12-30 17:26:00","1899-12-30 17:36:00",100,""
1241929950,2013-12-03,"Mark_Novak","Yachats_Natural_Bridge","AC","Experimental",550,"Systematic Census","1899-12-30 17:12:00","1899-12-30 17:19:00",100,"Nc 12 eaten by oystercatcher"
-375367798,2013-12-03,"Mark_Novak","Yachats_Natural_Bridge","AD","Experimental",562,"Systematic Census","1899-12-30 18:00:00","1899-12-30 18:16:00",100,""
-2036670050,2013-12-03,"Mark_Novak","Yachats_Natural_Bridge","AE","Experimental",512,"Systematic Census","1899-12-30 17:55:00","1899-12-30 18:00:00",100,""
2093852207,2013-12-03,"Mark_Novak","Yachats_Natural_Bridge","AF","Experimental",529,"Systematic Census","1899-12-30 17:39:00","1899-12-30 17:54:00",100,""
-599639799,2013-12-03,"Mark_Novak","Yachats_Natural_Bridge","AG","Experimental",204,"Systematic Census","1899-12-30 18:18:00","1899-12-30 18:28:00",100,""
-1769172962,2013-12-03,"Mark_Novak","Yachats_Natural_Bridge","B","Experimental",496,"Systematic Census","1899-12-30 16:36:00","1899-12-30 16:52:00",100,""
1945987613,2013-12-03,"Mark_Novak","Yachats_Natural_Bridge","BB","Experimental",587,"Systematic Census","1899-12-30 18:30:00","1899-12-30 18:38:00",100,""
-1733727219,2013-12-03,"Mark_Novak","Yachats_Natural_Bridge","BC","Experimental",574,"Systematic Census","1899-12-30 18:49:00","1899-12-30 18:52:00",100,""
-631642489,2013-12-03,"Mark_Novak","Yachats_Natural_Bridge","BD","Experimental",491,"Systematic Census","1899-12-30 18:43:00","1899-12-30 18:48:00",100,""
-98084462,2013-12-03,"Mark_Novak","Yachats_Natural_Bridge","BE","Experimental",561,"Systematic Census","1899-12-30 19:05:00","1899-12-30 19:15:00",100,""
-1262595192,2013-12-03,"Mark_Novak","Yachats_Natural_Bridge","BF","Experimental",577,"Systematic Census","1899-12-30 18:53:00","1899-12-30 19:05:00",100,""
1119831208,2013-12-03,"Mark_Novak","Yachats_Natural_Bridge","C","Experimental",523,"Systematic Census","1899-12-30 16:52:00","1899-12-30 17:02:00",100,""
-777788129,2013-12-03,"Mark_Novak","Yachats_Natural_Bridge","D","Experimental",569,"Systematic Census","1899-12-30 16:10:00","1899-12-30 16:17:00",100,""
-1011787079,2013-12-03,"Mark_Novak","Yachats_Natural_Bridge","E","Experimental",553,"Systematic Census","1899-12-30 16:22:00","1899-12-30 16:29:00",100,""
-1565587750,2013-12-03,"Mark_Novak","Yachats_Natural_Bridge","F","Experimental",603,"Systematic Census","1899-12-30 16:18:00","1899-12-30 16:22:00",100,""
-1054137512,2013-12-03,"Mark_Novak","Yachats_Natural_Bridge","G","Experimental",492,"Systematic Census","1899-12-30 17:03:00","1899-12-30 17:12:00",100,""
1907112123,2014-01-29,"Mark_Novak","Yachats_Natural_Bridge","A","Experimental",523,"Systematic Census","1899-12-30 16:09:00","1899-12-30 16:16:00",100,""
449689365,2014-01-29,"Mark_Novak","Yachats_Natural_Bridge","AB","Experimental",481,"Systematic Census","1899-12-30 15:45:00","1899-12-30 15:49:00",100,""
1619418182,2014-01-29,"Mark_Novak","Yachats_Natural_Bridge","AC","Experimental",550,"Systematic Census","1899-12-30 15:39:00","1899-12-30 15:43:00",100,""
-563034215,2014-01-29,"Mark_Novak","Yachats_Natural_Bridge","AD","Experimental",562,"Systematic Census","1899-12-30 15:20:00","1899-12-30 15:32:00",100,""
-435157327,2014-01-29,"Mark_Novak","Yachats_Natural_Bridge","AE","Experimental",512,"Systematic Census","1899-12-30 15:00:00","1899-12-30 15:05:00",100,""
1165311642,2014-01-29,"Mark_Novak","Yachats_Natural_Bridge","AF","Experimental",529,"Systematic Census","1899-12-30 15:33:00","1899-12-30 15:38:00",100,""
2133814150,2014-01-29,"Mark_Novak","Yachats_Natural_Bridge","AG","Experimental",204,"Systematic Census","1899-12-30 14:51:00","1899-12-30 14:59:00",100,""
-98440835,2014-01-29,"Mark_Novak","Yachats_Natural_Bridge","B","Experimental",496,"Systematic Census","1899-12-30 16:16:00","1899-12-30 16:24:00",100,"including pool area"
997923293,2014-01-29,"Mark_Novak","Yachats_Natural_Bridge","BB","Experimental",587,"Systematic Census","1899-12-30 14:46:00","1899-12-30 14:50:00",100,""
-1737889085,2014-01-29,"Mark_Novak","Yachats_Natural_Bridge","BC","Experimental",574,"Systematic Census","1899-12-30 15:06:00","1899-12-30 15:10:00",100,""
-349239577,2014-01-29,"Mark_Novak","Yachats_Natural_Bridge","BD","Experimental",491,"Systematic Census","1899-12-30 16:27:00","1899-12-30 16:30:00",100,"No whelks"
1944478975,2014-01-29,"Mark_Novak","Yachats_Natural_Bridge","BE","Experimental",561,"Systematic Census","1899-12-30 15:11:00","1899-12-30 15:13:00",100,""
-1384248030,2014-01-29,"Mark_Novak","Yachats_Natural_Bridge","BF","Experimental",577,"Systematic Census","1899-12-30 15:13:00","1899-12-30 15:19:00",100,""
1501890166,2014-01-29,"Mark_Novak","Yachats_Natural_Bridge","C","Experimental",523,"Systematic Census","1899-12-30 16:04:00","1899-12-30 16:08:00",100,""
-625962025,2014-01-29,"Mark_Novak","Yachats_Natural_Bridge","D","Experimental",569,"Systematic Census","1899-12-30 14:40:00","1899-12-30 14:45:00",100,""
-1440311862,2014-01-29,"Mark_Novak","Yachats_Natural_Bridge","E","Experimental",553,"Systematic Census","1899-12-30 15:57:00","1899-12-30 16:03:00",100,"3 Nc eggs!"
-527913234,2014-01-29,"Mark_Novak","Yachats_Natural_Bridge","F","Experimental",603,"Systematic Census","1899-12-30 14:35:00","1899-12-30 14:40:00",100,"No whelks"
-1924399812,2014-01-29,"Mark_Novak","Yachats_Natural_Bridge","G","Experimental",492,"Systematic Census","1899-12-30 15:52:00","1899-12-30 15:56:00",100,""
238534812,2014-02-27,"Mark_Novak","Yachats_Natural_Bridge","A","Experimental",523,"Systematic Census","1899-12-30 16:34:00","1899-12-30 16:41:00",100,""
1341175200,2014-02-27,"Mark_Novak","Yachats_Natural_Bridge","AB","Experimental",481,"Systematic Census","1899-12-30 17:16:00","1899-12-30 17:19:00",100,"No whelks"
952465123,2014-02-27,"Mark_Novak","Yachats_Natural_Bridge","AC","Experimental",550,"Systematic Census","1899-12-30 18:33:00","1899-12-30 18:37:00",100,""
658395390,2014-02-27,"Mark_Novak","Yachats_Natural_Bridge","AD","Experimental",562,"Systematic Census","1899-12-30 17:42:00","1899-12-30 17:58:00",100,"6 Nc eggs"
1049839253,2014-02-27,"Mark_Novak","Yachats_Natural_Bridge","AE","Experimental",512,"Systematic Census","1899-12-30 17:59:00","1899-12-30 18:05:00",100,""
1072212164,2014-02-27,"Mark_Novak","Yachats_Natural_Bridge","AF","Experimental",529,"Systematic Census","1899-12-30 18:26:00","1899-12-30 18:33:00",100,""
-330117794,2014-02-27,"Mark_Novak","Yachats_Natural_Bridge","AG","Experimental",204,"Systematic Census","1899-12-30 18:06:00","1899-12-30 18:17:00",100,"2 eggs"
-1256099937,2014-02-27,"Mark_Novak","Yachats_Natural_Bridge","B","Experimental",496,"Systematic Census","1899-12-30 16:42:00","1899-12-30 16:53:00",80,""
1152492154,2014-02-27,"Mark_Novak","Yachats_Natural_Bridge","BB","Experimental",587,"Systematic Census","1899-12-30 18:18:00","1899-12-30 18:25:00",100,""
1306795801,2014-02-27,"Mark_Novak","Yachats_Natural_Bridge","BC","Experimental",574,"Systematic Census","1899-12-30 17:34:00","1899-12-30 17:41:00",100,""
-1736594143,2014-02-27,"Mark_Novak","Yachats_Natural_Bridge","BD","Experimental",491,"Systematic Census","1899-12-30 17:20:00","1899-12-30 17:25:00",100,""
649691052,2014-02-27,"Mark_Novak","Yachats_Natural_Bridge","BE","Experimental",561,"Systematic Census","1899-12-30 17:25:00","1899-12-30 17:28:00",NA,"No whelks"
105904445,2014-02-27,"Mark_Novak","Yachats_Natural_Bridge","BF","Experimental",577,"Systematic Census","1899-12-30 17:29:00","1899-12-30 17:33:00",100,""
1392018590,2014-02-27,"Mark_Novak","Yachats_Natural_Bridge","C","Experimental",523,"Systematic Census","1899-12-30 16:55:00","1899-12-30 17:01:00",100,""
1666446111,2014-02-27,"Mark_Novak","Yachats_Natural_Bridge","D","Experimental",569,"Systematic Census","1899-12-30 18:43:00","1899-12-30 18:47:00",100,""
757140301,2014-02-27,"Mark_Novak","Yachats_Natural_Bridge","E","Experimental",553,"Systematic Census","1899-12-30 17:02:00","1899-12-30 17:08:00",100,""
-415145015,2014-02-27,"Mark_Novak","Yachats_Natural_Bridge","F","Experimental",603,"Systematic Census","1899-12-30 18:38:00","1899-12-30 18:42:00",100,""
-613748183,2014-02-27,"Mark_Novak","Yachats_Natural_Bridge","G","Experimental",492,"Systematic Census","1899-12-30 17:09:00","1899-12-30 17:15:00",100,""
332871079,2014-04-03,"Mark_Novak","Yachats_Barnacle_Rock","AA4","Natural",NA,"Systematic Census","1899-12-30 07:30:00","1899-12-30 08:30:00",NA,"split w/ Isaac"
1422985281,2014-04-03,"Mark_Novak","Yachats_Barnacle_Rock","Unspecified","Natural",NA,"Anecdotal Observation","1899-12-30 06:20:00","1899-12-30 06:50:00",NA,"Training with Isaac, Julia & Kyle"
-1460662532,2014-04-03,"Mark_Novak","Yachats_Natural_Bridge","A","Experimental",523,"Systematic Census","1899-12-30 07:58:00","1899-12-30 08:06:00",100,""
-1685632223,2014-04-03,"Mark_Novak","Yachats_Natural_Bridge","AB","Experimental",481,"Systematic Census","1899-12-30 09:32:00","1899-12-30 09:41:00",100,""
-1718344556,2014-04-03,"Mark_Novak","Yachats_Natural_Bridge","AC","Experimental",550,"Systematic Census","1899-12-30 07:26:00","1899-12-30 07:29:00",100,""
433364404,2014-04-03,"Mark_Novak","Yachats_Natural_Bridge","AD","Experimental",562,"Systematic Census","1899-12-30 09:42:00","1899-12-30 10:01:00",100,"10 No eggs"
1452163006,2014-04-03,"Mark_Novak","Yachats_Natural_Bridge","AE","Experimental",512,"Systematic Census","1899-12-30 10:02:00","1899-12-30 10:07:00",100,""
5066880,2014-04-03,"Mark_Novak","Yachats_Natural_Bridge","AF","Experimental",529,"Systematic Census","1899-12-30 07:13:00","1899-12-30 07:25:00",100,""
-1093451742,2014-04-03,"Mark_Novak","Yachats_Natural_Bridge","AG","Experimental",204,"Systematic Census","1899-12-30 06:55:00","1899-12-30 07:12:00",100,""
1228446380,2014-04-03,"Mark_Novak","Yachats_Natural_Bridge","B","Experimental",496,"Systematic Census","1899-12-30 08:06:00","1899-12-30 09:20:00",80,"whelks in pool not surveyed"
157855317,2014-04-03,"Mark_Novak","Yachats_Natural_Bridge","BB","Experimental",587,"Systematic Census","1899-12-30 06:43:00","1899-12-30 06:55:00",100,""
241129454,2014-04-03,"Mark_Novak","Yachats_Natural_Bridge","BC","Experimental",574,"Systematic Census","1899-12-30 10:08:00","1899-12-30 10:14:00",100,""
1171450965,2014-04-03,"Mark_Novak","Yachats_Natural_Bridge","BD","Experimental",491,"Systematic Census","1899-12-30 10:14:00","1899-12-30 10:18:00",100,""
-156034018,2014-04-03,"Mark_Novak","Yachats_Natural_Bridge","BE","Experimental",561,"Systematic Census","1899-12-30 10:18:00","1899-12-30 10:20:00",100,""
-1661368115,2014-04-03,"Mark_Novak","Yachats_Natural_Bridge","BF","Experimental",577,"Systematic Census","1899-12-30 10:20:00","1899-12-30 10:29:00",100,""
-1919289251,2014-04-03,"Mark_Novak","Yachats_Natural_Bridge","C","Experimental",523,"Systematic Census","1899-12-30 07:48:00","1899-12-30 07:57:00",100,""
1151996303,2014-04-03,"Mark_Novak","Yachats_Natural_Bridge","D","Experimental",569,"Systematic Census","1899-12-30 06:37:00","1899-12-30 06:42:00",100,""
-1676836243,2014-04-03,"Mark_Novak","Yachats_Natural_Bridge","E","Experimental",553,"Systematic Census","1899-12-30 07:39:00","1899-12-30 07:47:00",100,""
-550991077,2014-04-03,"Mark_Novak","Yachats_Natural_Bridge","F","Experimental",603,"Systematic Census","1899-12-30 06:26:00","1899-12-30 06:37:00",100,""
1050095547,2014-04-03,"Mark_Novak","Yachats_Natural_Bridge","G","Experimental",492,"Systematic Census","1899-12-30 07:21:00","1899-12-30 07:39:00",100,""
-704199764,2014-05-01,"Mark_Novak","Yachats_Natural_Bridge","AB","Experimental",481,"Systematic Census","1899-12-30 07:06:00","1899-12-30 07:52:00",100,""
