"CensusID","DateID","SiteID","AreaID","TypeID","CounterID","DielID","TimeStart","TimeEnd","AreaCovered","CensusComments","CensusNum"
1304912713,-916570024,100,28,2,10,1,"1899-12-30 09:02:00","1899-12-30 10:09:00",40,"14+7+8+9 unassociated No eggs",229
-2095942308,716130605,100,32,2,10,1,"1899-12-30 06:00:00","1899-12-30 07:19:00",100,,230
420542491,716130605,100,35,2,10,1,"1899-12-30 07:24:00","1899-12-30 08:40:00",60,"10 unassociated No eggs",231
1493530847,716130605,100,22,2,10,1,"1899-12-30 08:45:00","1899-12-30 09:13:00",20,"additional observations",232
184710342,-136811825,100,25,2,10,1,"1899-12-30 03:03:00","1899-12-30 03:20:00",100,,233
-95740455,-136811825,100,30,2,10,1,"1899-12-30 03:20:00","1899-12-30 03:26:00",100,,234
-864728048,-136811825,100,33,2,10,1,"1899-12-30 03:26:00","1899-12-30 03:42:00",100,,235
-1773574366,-136811825,100,27,2,10,1,"1899-12-30 03:43:00","1899-12-30 03:58:00",100,,236
2047736193,-136811825,100,22,2,10,1,"1899-12-30 04:48:00","1899-12-30 05:38:00",25,,237
-1055936404,-136811825,100,23,2,10,1,"1899-12-30 05:40:00","1899-12-30 06:06:00",20,,238
-1657810169,-136811825,100,24,2,10,1,"1899-12-30 06:07:00","1899-12-30 06:58:00",50,,239
1068160027,-136811825,100,26,2,10,1,"1899-12-30 07:12:00","1899-12-30 07:58:00",50,,240
-887733079,1441310792,100,27,2,10,1,"1899-12-30 04:37:00","1899-12-30 05:29:00",45,,382
-1493693539,-2066692649,100,27,2,10,1,"1899-12-30 17:10:00","1899-12-30 17:15:00",100,,69
-546066669,-2066692649,100,26,2,10,1,"1899-12-30 17:15:00","1899-12-30 17:24:00",100,,70
-75128189,-2066692649,100,28,2,10,1,"1899-12-30 17:25:00","1899-12-30 17:30:00",100,,71
861403241,-2066692649,100,29,2,10,1,"1899-12-30 17:30:00","1899-12-30 17:42:00",100,,72
-371051175,-2066692649,100,30,2,10,1,"1899-12-30 17:43:00","1899-12-30 17:58:00",100,,73
1020876843,-2066692649,100,31,2,10,1,"1899-12-30 18:02:00","1899-12-30 18:20:00",100,,74
706265250,-2066692649,100,32,2,10,1,"1899-12-30 18:20:00","1899-12-30 18:26:00",100,,75
14946081,-2066692649,100,33,2,10,1,"1899-12-30 18:26:00","1899-12-30 18:38:00",100,,76
-891223261,-2066692649,100,34,2,10,1,"1899-12-30 18:38:00","1899-12-30 19:03:00",100,,77
886189817,-2066692649,100,35,2,10,1,"1899-12-30 19:04:00","1899-12-30 19:08:00",100,,78
-785462864,-2066692649,100,36,2,10,1,"1899-12-30 19:08:00","1899-12-30 19:15:00",100,,79
-59609843,-2066692649,100,37,2,10,1,"1899-12-30 19:15:00","1899-12-30 19:20:00",100,,80
-1493389821,-2066692649,100,38,2,10,1,"1899-12-30 19:20:00","1899-12-30 19:30:00",100,,81
-1266131144,-2066692649,100,39,2,10,1,"1899-12-30 19:30:00","1899-12-30 19:41:00",100,,82
-777788129,1822616677,100,25,2,10,1,"1899-12-30 16:10:00","1899-12-30 16:17:00",100,,83
-1565587750,1822616677,100,27,2,10,1,"1899-12-30 16:18:00","1899-12-30 16:22:00",100,,84
-1011787079,1822616677,100,26,2,10,1,"1899-12-30 16:22:00","1899-12-30 16:29:00",100,,85
-2076978064,1822616677,100,22,2,10,1,"1899-12-30 16:30:00","1899-12-30 16:35:00",100,,86
-1769172962,1822616677,100,23,2,10,1,"1899-12-30 16:36:00","1899-12-30 16:52:00",100,,87
1119831208,1822616677,100,24,2,10,1,"1899-12-30 16:52:00","1899-12-30 17:02:00",100,,88
-1054137512,1822616677,100,28,2,10,1,"1899-12-30 17:03:00","1899-12-30 17:12:00",100,,89
1241929950,1822616677,100,30,2,10,1,"1899-12-30 17:12:00","1899-12-30 17:19:00",100,"Nc 12 eaten by oystercatcher",90
-867768471,1822616677,100,29,2,10,1,"1899-12-30 17:26:00","1899-12-30 17:36:00",100,,91
2093852207,1822616677,100,33,2,10,1,"1899-12-30 17:39:00","1899-12-30 17:54:00",100,,92
-2036670050,1822616677,100,32,2,10,1,"1899-12-30 17:55:00","1899-12-30 18:00:00",100,,93
-375367798,1822616677,100,31,2,10,1,"1899-12-30 18:00:00","1899-12-30 18:16:00",100,,94
352112526,1441310792,100,22,2,10,1,"1899-12-30 05:30:00","1899-12-30 06:16:00",50,,383
859386346,1441310792,100,23,2,10,1,"1899-12-30 06:17:00","1899-12-30 06:52:00",40,"7+2 unassociated Nc eggs",384
823711672,1441310792,100,24,2,10,1,"1899-12-30 06:53:00","1899-12-30 07:29:00",30,"7+6+10 unassociated No eggs",385
995232498,1441310792,100,26,2,10,1,"1899-12-30 07:34:00","1899-12-30 08:19:00",70,"Leptasterias 15 on No 12",386
-222830133,1441310792,100,29,2,10,1,"1899-12-30 08:21:00","1899-12-30 09:16:00",35,"3+6+8+6+6+15+10 unassociated eggs",387
-1712772068,1441310792,100,33,2,10,1,"1899-12-30 09:18:00","1899-12-30 09:44:00",30,,388
1912821305,212863512,100,38,2,10,1,"1899-12-30 05:09:00","1899-12-30 05:54:00",60,,389
-1725851018,212863512,100,39,2,10,1,"1899-12-30 05:57:00","1899-12-30 06:52:00",25,"5+1 unassociated eggs",390
1528667966,212863512,100,37,2,10,1,"1899-12-30 06:55:00","1899-12-30 07:32:00",25,"8+9+4 unassociated eggs",391
2019857370,212863512,100,36,2,10,1,"1899-12-30 07:35:00","1899-12-30 08:27:00",30,"10+6+3 unassociated eggs",392
1234931797,212863512,100,28,2,10,1,"1899-12-30 08:37:00","1899-12-30 09:30:00",30,"10+7+15 unassociated eggs",393
-701056579,212863512,100,30,2,10,1,"1899-12-30 09:31:00","1899-12-30 10:28:00",50,,394
-1041924533,1144922034,100,25,2,10,1,"1899-12-30 06:42:00","1899-12-30 07:44:00",50,"12 unassociated eggs",395
257614302,1144922034,100,32,2,10,1,"1899-12-30 07:48:00","1899-12-30 08:49:00",20,"6+6+9+8+7+8+8+9+7+8 unassocited eggs",396
-1441166868,1144922034,100,31,2,10,1,"1899-12-30 09:02:00","1899-12-30 10:00:00",50,"New natural patch next to AD (~3.5x2m) down to byssus threads, and almost no Semibalanus left.",397
-1488902904,1144922034,100,35,2,10,1,"1899-12-30 10:05:00","1899-12-30 10:54:00",30,,398
-1955678402,1144922034,100,34,2,10,1,"1899-12-30 10:56:00","1899-12-30 11:56:00",20,"9 unassociated eggs",399
872088974,1444845793,100,24,2,10,1,"1899-12-30 04:22:00","1899-12-30 05:11:00",40,,400
-1596540105,1444845793,100,22,2,10,1,"1899-12-30 05:12:00","1899-12-30 05:59:00",60,,401
-487708217,1444845793,100,23,2,10,1,"1899-12-30 06:03:00","1899-12-30 06:38:00",50,"11 unassociated eggs",402
-1676671536,1444845793,100,26,2,10,1,"1899-12-30 06:42:00","1899-12-30 07:43:00",100,"3 unassociated eggs",403
-1387498351,1444845793,100,28,2,10,1,"1899-12-30 07:54:00","1899-12-30 08:50:00",25,"8 unassociated eggs",404
283847882,68443011,100,30,2,10,1,"1899-12-30 04:21:00","1899-12-30 05:19:00",30,,405
2109476069,68443011,100,29,2,10,1,"1899-12-30 05:20:00","1899-12-30 06:22:00",50,"3+7 unassociated eggs",406
715230163,68443011,100,31,2,10,1,"1899-12-30 06:27:00","1899-12-30 07:13:00",35,"12 unassociated eggs",407
-1833105520,1444845793,100,32,2,10,1,"1899-12-30 07:20:00","1899-12-30 08:27:00",30,"9+14+7+4+13+9+7+10+7+7+70+12 unassociated eggs",409
1858204471,68443011,100,34,2,10,1,"1899-12-30 08:37:00","1899-12-30 09:41:00",50,"7+5+2+11+10+4 unassociated eggs",410
-1234748679,840514008,100,39,2,10,1,"1899-12-30 05:03:00","1899-12-30 06:18:00",50,"6+30+8+5+8 unassociated eggs",411
1470824270,840514008,100,38,2,10,1,"1899-12-30 06:19:00","1899-12-30 07:28:00",70,"15+2 unassociated eggs",412
-1892620264,840514008,100,36,2,10,1,"1899-12-30 07:46:00","1899-12-30 08:43:00",25,"7+7+7 unassociated eggs",413
108344062,840514008,100,37,2,10,1,"1899-12-30 08:46:00","1899-12-30 09:35:00",35,"8+6+7+7+3+6+10+9 unassociated eggs",414
-394598425,840514008,100,35,2,10,1,"1899-12-30 09:36:00","1899-12-30 10:23:00",,"8 unassociated eggs",415
945096406,-1744604087,100,27,2,10,1,"1899-12-30 05:43:00","1899-12-30 06:45:00",65,"39+10+10 unassociated eggs",416
1451755680,-1744604087,100,25,2,10,1,"1899-12-30 06:49:00","1899-12-30 07:49:00",40,"8 unassociated eggs",417
-835072694,-1744604087,100,33,2,10,1,"1899-12-30 07:57:00","1899-12-30 09:04:00",80,"1 unassociated egg",418
-1151788029,1445445450,100,27,2,10,1,"1899-12-30 03:00:00","1899-12-30 03:53:00",60,"6 unassociated eggs",419
1122586364,1445445450,100,25,2,10,1,"1899-12-30 03:54:00","1899-12-30 05:08:00",50,"9+7 unassociated eggs",420
-56931837,1445445450,100,22,2,10,1,"1899-12-30 05:15:00","1899-12-30 06:13:00",60,,421
633458067,1445445450,100,28,2,10,1,"1899-12-30 06:17:00","1899-12-30 07:23:00",30,"lots of sand",422
-456389712,1445445450,100,33,2,10,1,"1899-12-30 07:25:00","1899-12-30 08:10:00",,,423
334900280,1445445450,100,23,2,1410565351,1,"1899-12-30 06:38:00","1899-12-30 07:10:00",,,424
415923960,1445445450,100,36,2,1410565351,1,"1899-12-30 07:15:00","1899-12-30 07:50:00",,,425
794648699,-2084202334,100,30,2,10,1,"1899-12-30 03:09:00","1899-12-30 04:17:00",60,,426
-633852226,-2084202334,100,29,2,10,1,"1899-12-30 04:21:00","1899-12-30 05:30:00",40,,427
-447408602,-2084202334,100,26,2,10,1,"1899-12-30 05:38:00","1899-12-30 06:31:00",40,,428
1607939105,-2084202334,100,24,2,10,1,"1899-12-30 06:34:00","1899-12-30 07:28:00",50,,429
-446795939,-2084202334,100,35,2,10,1,"1899-12-30 07:37:00","1899-12-30 08:24:00",100,"5+8+5 unassociated eggs",430
542009206,-48866455,100,32,2,10,1,"1899-12-30 05:18:00","1899-12-30 06:30:00",30,,431
-935285718,-48866455,100,31,2,10,1,"1899-12-30 06:33:00","1899-12-30 07:30:00",50,"layer of sand",432
-370872296,-48866455,100,34,2,10,1,"1899-12-30 07:35:00","1899-12-30 08:23:00",60,,433
758705381,-48866455,100,23,2,10,1,"1899-12-30 08:40:00","1899-12-30 09:30:00",80,,434
-99647780,-48866455,100,36,2,10,1,"1899-12-30 09:32:00","1899-12-30 10:18:00",100,"7 unassociated eggs",435
1642370467,-1474968726,100,38,2,10,1,"1899-12-30 06:00:00","1899-12-30 07:13:00",75,"9+15+4 unassociated eggs",436
1331394595,-1474968726,100,39,2,10,1,"1899-12-30 07:14:00","1899-12-30 08:04:00",45,,437
-1027443183,-1474968726,100,37,2,10,1,"1899-12-30 08:13:00","1899-12-30 09:25:00",100,,438
-745769301,-2109077705,101,-431229792,2,10,1,"1899-12-30 05:55:00","1899-12-30 07:06:00",30,,439
-767803760,-2109077705,101,-1333542459,2,10,1,"1899-12-30 07:10:00","1899-12-30 08:20:00",70,"adding to Shannon's observations (mostly in low-density area of patch)",440
578261128,1681829548,101,1782601326,2,10,1,"1899-12-30 07:22:00","1899-12-30 08:18:00",100,"7+29 unassociated eggs",441
811667672,-1286241928,101,-431229792,2,10,1,"1899-12-30 04:35:00","1899-12-30 05:10:00",100,,442
-148558995,-1286241928,101,-1333542459,2,10,1,"1899-12-30 05:11:00","1899-12-30 06:26:00",25,,443
1115978530,-1286241928,101,1950478715,2,10,1,"1899-12-30 06:52:00","1899-12-30 08:24:00",100,"down to pool. 17+6+6+7+9+6+14+18+10+21+8+6+7+9+15+9 unassociated eggs",444
1193497612,1161497028,101,1782601326,2,10,1,"1899-12-30 05:12:00","1899-12-30 05:49:00",5,,445
-2019190626,1161497028,101,1950478715,2,10,1,"1899-12-30 06:07:00","1899-12-30 06:38:00",100,,446
-1891939724,1161497028,101,1782601326,2,10,1,"1899-12-30 06:44:00","1899-12-30 07:08:00",5,"continuation of patch survey",447
-2120252230,1161497028,101,-1054752735,2,10,1,"1899-12-30 08:53:00","1899-12-30 09:25:00",20,,448
350326157,1161497028,101,-1337255348,2,10,1,"1899-12-30 09:35:00","1899-12-30 09:49:00",20,,449
733774239,924869818,101,-1915492515,2,10,1,"1899-12-30 06:57:00","1899-12-30 08:05:00",100,,450
928066088,924869818,101,-1337255348,2,10,1,"1899-12-30 08:05:00","1899-12-30 09:01:00",100,"16 unassociated eggs",451
716507198,924869818,101,-1054752735,2,10,1,"1899-12-30 09:11:00","1899-12-30 10:07:00",70,"14+8+7+3+7 unassociated eggs",452
-156639823,-1337393634,100,25,2,10,1,"1899-12-30 03:53:00","1899-12-30 04:00:00",100,,453
-491890181,-1337393634,100,23,2,10,1,"1899-12-30 04:00:00","1899-12-30 04:47:00",50,"11 unassociated eggs",454
1088596262,-1337393634,100,22,2,10,1,"1899-12-30 04:48:00","1899-12-30 05:25:00",80,,455
1304310946,-1337393634,100,24,2,10,1,"1899-12-30 05:25:00","1899-12-30 06:12:00",100,,456
752170870,-1337393634,100,26,2,10,1,"1899-12-30 06:20:00","1899-12-30 07:16:00",100,,457
1383025413,-1337393634,100,27,2,10,1,"1899-12-30 07:16:00","1899-12-30 07:23:00",100,"2 unassociated eggs",458
2032408409,-1337393634,100,30,2,10,1,"1899-12-30 07:24:00","1899-12-30 07:31:00",100,,459
-550777790,-1337393634,100,29,2,10,1,"1899-12-30 07:33:00","1899-12-30 08:09:00",100,,460
1280281118,-1337393634,100,39,2,10,1,"1899-12-30 08:10:00","1899-12-30 08:22:00",100,,461
-1877268441,-1337393634,100,38,2,10,1,"1899-12-30 08:23:00","1899-12-30 08:30:00",100,,462
486261323,-1337393634,100,35,2,10,1,"1899-12-30 08:30:00","1899-12-30 08:34:00",100,,463
-751798264,-1337393634,100,28,2,10,1,"1899-12-30 08:34:00","1899-12-30 08:43:00",100,,464
-1229283867,1094426441,100,24,2,10,1,"1899-12-30 17:53:00","1899-12-30 18:08:00",100,,465
-265901021,1094426441,100,26,2,10,1,"1899-12-30 18:09:00","1899-12-30 18:20:00",100,,466
1111265083,1094426441,100,22,2,10,1,"1899-12-30 18:27:00","1899-12-30 18:36:00",100,"New patch just above Patch 1 (1m x 1.5m): only few Semibalanus remaining, otherwise just byssus threads, diatoms and Bg recruits",467
812588575,1094426441,100,23,2,10,1,"1899-12-30 18:39:00","1899-12-30 19:00:00",95,,468
138652541,1094426441,100,25,2,10,1,"1899-12-30 19:00:00","1899-12-30 19:05:00",100,,469
897987908,1094426441,100,26,2,10,1,"1899-12-30 19:08:00","1899-12-30 19:19:00",100,"repeat survey??? New patch N of patch E (1.5m x 0.5 m): byssus threads and Bg recruits",470
792627267,1094426441,100,27,2,10,1,"1899-12-30 19:20:00","1899-12-30 19:23:00",100,"New patch N of patch F (1m x 1m): byssus threads and Bg recruits",471
11262591,1094426441,100,28,2,10,1,"1899-12-30 19:25:00","1899-12-30 19:32:00",100,,472
-2095444872,1094426441,100,29,2,10,1,"1899-12-30 19:33:00","1899-12-30 19:43:00",100,,473
1736787200,1094426441,100,30,2,10,1,"1899-12-30 19:44:00","1899-12-30 19:47:00",100,,474
611072868,1094426441,100,31,2,10,1,"1899-12-30 19:55:00","1899-12-30 20:03:00",100,,475
599623816,1094426441,100,32,2,10,1,"1899-12-30 20:03:00","1899-12-30 20:08:00",100,,476
603031099,1094426441,100,34,2,10,1,"1899-12-30 20:09:00","1899-12-30 20:17:00",100,,477
-1588460307,1094426441,100,33,2,10,1,"1899-12-30 20:17:00","1899-12-30 20:30:00",100,,478
-127785989,1094426441,100,35,2,10,1,"1899-12-30 20:31:00","1899-12-30 20:36:00",100,,479
1158234190,1094426441,100,36,2,10,1,"1899-12-30 20:37:00","1899-12-30 20:42:00",100,,480
-1426620102,1094426441,100,37,2,10,1,"1899-12-30 20:43:00","1899-12-30 20:51:00",100,,481
-909813630,1094426441,100,38,2,10,1,"1899-12-30 20:52:00","1899-12-30 20:56:00",100,,482
-1884174697,1094426441,100,39,2,10,1,"1899-12-30 20:56:00","1899-12-30 21:04:00",100,,483
1445888364,-1337393634,100,37,2,1410565351,1,"1899-12-30 07:00:00","1899-12-30 08:00:00",95,,484
752695137,-1337393634,100,36,2,1410565351,1,"1899-12-30 08:00:00","1899-12-30 09:00:00",100,,485
1515829900,1161497028,101,-1915492515,2,1194558598,1,"1899-12-30 08:30:00","1899-12-30 10:00:00",100,"End time made up.",499
-363013072,1161497028,101,1782601326,2,1194558598,1,"1899-12-30 05:09:00","1899-12-30 07:00:00",10,"End Time made up.",498
1440176522,-1286241928,101,1438713684,2,1194558598,1,"1899-12-30 04:30:00","1899-12-30 06:30:00",60,"End Time made up.",497
1439928188,-2109077705,101,1438713684,2,1194558598,1,"1899-12-30 06:00:00","1899-12-30 08:20:00",45,,496
683456744,-1286241928,101,1438713684,2,1400782898,1,"1899-12-30 04:30:00","1899-12-30 05:50:00",40,,495
1758075060,1681829548,101,-1082126942,2,1400782898,1,"1899-12-30 07:15:00","1899-12-30 08:00:00",50,"Start and end time not originally recorded, those entered are estimates/guesses",494
1440109050,1681829548,101,-1082126942,2,1400782898,1,"1899-12-30 08:00:00","1899-12-30 08:30:00",50,"Time start and end are guesses",493
1026571258,1161497028,101,-1337255348,2,1582928409,1,"1899-12-30 08:00:00","1899-12-30 09:30:00",80,"estimated time period",492
1297343498,1161497028,101,-1082126942,2,1582928409,1,"1899-12-30 06:00:00","1899-12-30 06:30:00",100,"estimated start time",491
-1760629757,1161497028,101,1782601326,2,1582928409,1,"1899-12-30 06:45:00","1899-12-30 07:30:00",5,"estimated end time, previous feeding survey continued after post-manipulation survey at SH2",490
-1868383420,1161497028,101,1782601326,2,1582928409,1,"1899-12-30 05:00:00","1899-12-30 06:00:00",8,"estimated end time",489
-288891990,-1286241928,101,-1333542459,2,1582928409,1,"1899-12-30 04:30:00","1899-12-30 06:45:00",25,,488
1039154497,1681829548,101,-1082126942,2,1582928409,1,"1899-12-30 07:30:00","1899-12-30 08:30:00",100,"estimated end time",487
1439318960,-2109077705,101,-1333542459,2,1582928409,1,"1899-12-30 06:00:00","1899-12-30 08:20:00",30,,486
1445977512,-1337393634,100,31,2,1400782898,1,"1899-12-30 06:20:00","1899-12-30 07:44:00",100,,500
-2123630879,-1337393634,100,32,2,1400782898,1,"1899-12-30 07:45:00","1899-12-30 08:01:00",100,,501
-592215104,-1337393634,100,33,2,1400782898,1,"1899-12-30 08:03:00","1899-12-30 08:12:00",100,,502
1456002078,-1337393634,100,34,2,1400782898,1,"1899-12-30 08:20:00","1899-12-30 08:46:00",100,,503
670260945,1446145040,100,28,2,10,1,"1899-12-30 17:45:00","1899-12-30 17:55:00",100,"The natural patch N of F has increased considerably in size, down to Patches E and G (2.5 x 2.5 m)",504
298249573,1446145040,100,29,2,10,1,"1899-12-30 17:56:00","1899-12-30 18:06:00",100,,505
-1890514576,1446145040,100,26,2,10,1,"1899-12-30 18:06:00","1899-12-30 18:15:00",100,,506
2122878522,1446145040,100,27,2,10,1,"1899-12-30 18:15:00","1899-12-30 18:20:00",100,,507
-1321792145,1446145040,100,25,2,10,1,"1899-12-30 18:20:00","1899-12-30 18:25:00",100,,508
-1701737163,1446145040,100,24,2,10,1,"1899-12-30 18:25:00","1899-12-30 18:44:00",100,,509
1446146082,1446145040,100,23,2,10,1,"1899-12-30 18:45:00","1899-12-30 19:02:00",100,,510
1360595004,1446145040,100,22,2,10,1,"1899-12-30 19:03:00","1899-12-30 19:20:00",100,,511
-183190108,1446145040,100,30,2,10,1,"1899-12-30 19:22:00","1899-12-30 19:26:00",100,"New natural patch next to AC (1.25 x 0.5 m)",512
-1986401166,1446145040,100,33,2,10,1,"1899-12-30 19:26:00","1899-12-30 19:34:00",100,,513
-1641164640,1446145040,100,31,2,10,1,"1899-12-30 19:37:00","1899-12-30 19:52:00",100,,514
2003916181,1446145040,100,32,2,10,1,"1899-12-30 19:53:00","1899-12-30 20:01:00",100,,515
-1868090860,1446145040,100,37,2,10,1,"1899-12-30 20:03:00","1899-12-30 20:10:00",100,,516
945528974,1446145040,100,36,2,10,1,"1899-12-30 20:10:00","1899-12-30 20:14:00",100,,517
-1893568456,1446145040,100,34,2,10,1,"1899-12-30 20:17:00","1899-12-30 20:25:00",100,,518
139342183,1446145040,100,35,2,10,1,"1899-12-30 20:25:00","1899-12-30 20:31:00",100,,519
1052928543,1446145040,100,38,2,10,1,"1899-12-30 20:32:00","1899-12-30 20:35:00",100,,520
-1155239397,1446145040,100,39,2,10,1,"1899-12-30 20:35:00","1899-12-30 20:42:00",100,,521
-1742692848,1448810155,100,30,2,10,1,"1899-12-30 15:09:00","1899-12-30 15:12:00",100,"no whelks",522
1069426897,1448810155,100,27,2,10,1,"1899-12-30 15:12:00","1899-12-30 15:20:00",100,,523
-281452697,1448810155,100,27,2,10,1,"1899-12-30 15:16:00","1899-12-30 15:20:00",100,"no whelks",524
-1349759204,1448810155,100,33,2,10,1,"1899-12-30 15:21:00","1899-12-30 15:25:00",100,,525
-480684001,1448810155,100,34,2,10,1,"1899-12-30 15:25:00","1899-12-30 15:29:00",100,,526
-2139733989,1448810155,100,35,2,10,1,"1899-12-30 15:30:00","1899-12-30 15:33:00",100,"no whelks",527
-1843296576,1448810155,100,32,2,10,1,"1899-12-30 15:34:00","1899-12-30 15:39:00",100,,528
889365196,1448810155,100,31,2,10,1,"1899-12-30 15:40:00","1899-12-30 15:50:00",100,,529
-793862902,1448810155,100,39,2,10,1,"1899-12-30 15:52:00","1899-12-30 15:57:00",100,,530
-1516895818,1448810155,100,38,2,10,1,"1899-12-30 15:58:00","1899-12-30 16:00:00",100,,531
2023504709,1448810155,100,36,2,10,1,"1899-12-30 16:00:00","1899-12-30 16:04:00",100,,532
-733673733,1448810155,100,28,2,10,1,"1899-12-30 16:09:00","1899-12-30 16:16:00",100,,533
-15980570,1448810155,100,26,2,10,1,"1899-12-30 16:19:00","1899-12-30 16:27:00",100,,534
-1389077634,1448810155,100,24,2,10,1,"1899-12-30 16:28:00","1899-12-30 16:37:00",100,,535
395830145,1448810155,100,22,2,10,1,"1899-12-30 16:38:00","1899-12-30 16:48:00",100,,536
-494502781,1448810155,100,29,2,10,1,"1899-12-30 16:49:00","1899-12-30 16:59:00",100,,537
1259484048,1448810155,100,37,2,10,1,"1899-12-30 17:01:00","1899-12-30 17:07:00",100,,538
-1007797092,1448810155,100,23,2,10,1,"1899-12-30 17:08:00","1899-12-30 17:20:00",100,,539
1454476745,131629654,100,30,2,10,1,"1899-12-30 15:08:00","1899-12-30 15:11:00",100,,540
1717307328,131629654,100,33,2,10,1,"1899-12-30 15:14:00","1899-12-30 15:20:00",100,,541
-799740198,131629654,100,27,2,10,1,"1899-12-30 15:22:00","1899-12-30 15:24:00",100,,542
-1323198312,131629654,100,28,2,10,1,"1899-12-30 15:25:00","1899-12-30 15:31:00",100,,543
1595886219,131629654,100,35,2,10,1,"1899-12-30 15:32:00","1899-12-30 15:35:00",100,,544
1439760305,131629654,100,36,2,10,1,"1899-12-30 15:36:00","1899-12-30 15:38:00",100,"No whelks",545
313915422,131629654,100,38,2,10,1,"1899-12-30 15:38:00","1899-12-30 15:41:00",100,"No whelks",546
-1201172153,131629654,100,39,2,10,1,"1899-12-30 15:41:00","1899-12-30 15:44:00",100,"No whelks",547
-1518709892,131629654,100,34,2,10,1,"1899-12-30 15:46:00","1899-12-30 15:53:00",100,,548
-1380215895,131629654,100,32,2,10,1,"1899-12-30 15:53:00","1899-12-30 15:58:00",100,,549
